drug_Smiles,drug_ATC,drug_Name
CN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C, S01EB06,Neostigmine
[H+].[H+].[H+].[H+].[H+].[H+].CC1=NC=C(C(=C1[O-])CN(CCN(CC2=C(C(=NC=C2COP(=O)([O-])[O-])C)[O-])CC(=O)[O-])CC(=O)[O-])COP(=O)([O-])[O-].[Mn+2],V08CA05,Mangafodipir
C1CC(=O)NC1C(=O)[O-].C1CC(=O)NC1C(=O)[O-].[Mg+2],A12CC08,Magnesium pidolate
CCC1CN2CCC1CC2C(C3=C4C=C(C=CC4=NC=C3)OC)O.Br,M09AA01,Hydroquinine hydrobromide
CCC1CN2CCC1CC2C(C3=C4C=C(C=CC4=NC=C3)OC)O,M09AA01,Hydroquinine
CCNC1CC(C(C(C1OC2C(C(C(CO2)(C)O)NC)O)O)OC3C(CC=C(O3)CN)N)N,J01GB07,Netilmicin
CCNC1CC(C(C(C1OC2C(C(C(CO2)(C)O)NC)O)O)OC3C(CC=C(O3)CN)N)N, S01AA23,Netilmicin
CN1CC(CC2(C1CC3=CN(C4=CC=CC2=C34)C)OC)COC(=O)C5=CC(=CN=C5)Br.C(C(C(=O)O)O)(C(=O)O)O,C04AE02,Nicergoline tartrate
CN1CCC23C4C1CC5=C2C(=C(C=C5)OC(=O)C6=CN=CC=C6)OC3C(C=C4)OC(=O)C7=CN=CC=C7.Cl,N02AA04,Nicomorphine hydrochloride
C1=CC(=CC(=C1)NC2=C(C=CC=N2)C(=O)O)C(F)(F)F,M01AX02,Niflumic acid
C1=CC(=CC(=C1)NC2=C(C=CC=N2)C(=O)O)C(F)(F)F, M02AA17,Niflumic acid
CC1=NC=C(C(=N1)N)CNC(=O)N(CCCl)N=O,L01AD06,Nimustine
CCN(CC)CC1=NC=CN1C2=C(C=C(C=C2)[N+](=O)[O-])C(=O)C3=CC=CC=C3Cl,N06BX10,Nizofenone
CC1=CC2C(CCC3(C2CCC3(C(=O)C)OC(=O)C)C)C4C1=CC(=O)CC4,G03DB04,Nomegestrol acetate
C1=CC(=C(C=C1C(CN)O)O)O.Cl,C01CA03,Norepinephrine hydrochoride
CCCCCCC(=O)OC1(CCC2C1(CCC3C2CCC4=CC(=O)CCC34)C)C#C,G03AC01,Norethisterone enantate
CCCCCCC(=O)OC1(CCC2C1(CCC3C2CCC4=CC(=O)CCC34)C)C#C, G03DC02,Norethisterone enantate
C1=CC(=CC(=C1)O)C(CN)O,C01CA05,Norfenefrine
CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O.C1=CC(=CN=C1)C(=O)O,J01MA06,Norfloxacin nicotinate
CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O.C1=CC(=CN=C1)C(=O)O, S01AE02,Norfloxacin nicotinate
CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O.Cl,J01MA01,Ofloxacin hydrochloride
CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O.Cl, S01AE01,Ofloxacin hydrochloride
CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O.Cl, S02AA16,Ofloxacin hydrochloride
CN(C)CCC=C1C2=CC=CC=C2COC3=C1C=C(C=C3)CC(=O)O,R01AC08,Olopatadine
CN(C)CCC=C1C2=CC=CC=C2COC3=C1C=C(C=C3)CC(=O)O, S01GX09,Olopatadine
C1=CC(=C(C=C1N=NC2=CC(=C(C=C2)O)C(=O)O)C(=O)O)O,A07EC03,Olsalazine
CC(=C(C1=C(C=C(C=C1)Cl)Cl)OCCOC2=CC=C(C=C2)Cl)N3C=CN=C3,D01AC13,Omoconazole
CC(=C(C1=C(C=C(C=C1)Cl)Cl)OCCOC2=CC=C(C=C2)Cl)N3C=CN=C3, G01AF16,Omoconazole
C1CN(CCN1CCCN2C3=CC=CC=C3C=CC4=CC=CC=C42)CCO,N06AA05,Opipramol
CC(C)NCC(C1=CC(=CC(=C1)O)O)O,R03AB03,Orciprenaline
CC(C)NCC(C1=CC(=CC(=C1)O)O)O, R03CB03,Orciprenaline
CC1=C(C(=NO1)C2=CC=CC=C2)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O,J01CF04,Oxacillin
CNCC(C1=CC=C(C=C1)O)O.CNCC(C1=CC=C(C=C1)O)O.C(C(C(=O)O)O)(C(=O)O)O,C01CA08,Oxedrine tartrate
CNCC(C1=CC=C(C=C1)O)O.CNCC(C1=CC=C(C=C1)O)O.C(C(C(=O)O)O)(C(=O)O)O, S01GA06,Oxedrine tartrate
CNCC(C1=CC=C(C=C1)O)O.Cl,C01CA08,Oxedrine hydrochloride
CNCC(C1=CC=C(C=C1)O)O.Cl, S01GA06,Oxedrine hydrochloride
CCC(CC)(C1=CC=CC=C1)C(=O)OCCOCCN(CC)CC,R05DB09,Oxeladin
CC(C)(CC1=CC=CC=C1)N(C)C(=O)CN(CCO)CC(=O)N(C)C(C)(C)CC2=CC=CC=C2.Cl,C05AD06,Oxetacaine hydrochloride
CN(C)CCC=C1C2=CC=CC=C2OCC3=C1OC4=CC=CC=C34,N02CX06,Oxetorone
C1=CC(=C(C=C1Cl)Cl)CON=C(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl,D01AC11,Oxiconazole
C1=CC(=C(C=C1Cl)Cl)CON=C(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl, G01AF17,Oxiconazole
CCN(CC)CCC1=NC(=NO1)C2=CC=CC=C2.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,R05DB07,Oxolamine citrate
CCN(CC)CCC1=NC(=NO1)C2=CC=CC=C2.OP(=O)(O)O,R05DB07,Oxolamine phosphate
CC(C)NCC(COC1=CC=CC=C1OCC=C)O,C07AA02,Oxprenolol
CCCCOC1=C(C=CC(=C1)C(=O)OCCN(CC)CC)N,D04AB03,Oxybuprocaine
CCCCOC1=C(C=CC(=C1)C(=O)OCCN(CC)CC)N, S01HA02,Oxybuprocaine
CC(C(C1=CC=CC=C1)O)NCCC(=O)C2=CC(=CC=C2)OC,C01DX03,Oxyfedrine
CC1=CC(=C(C(=C1CC2=NCCN2)C)O)C(C)(C)C,D11AX27,Oxymetazoline
CC1=CC(=C(C(=C1CC2=NCCN2)C)O)C(C)(C)C, R01AA05,Oxymetazoline
CC1=CC(=C(C(=C1CC2=NCCN2)C)O)C(C)(C)C, R01AB07,Oxymetazoline
CC1=CC(=C(C(=C1CC2=NCCN2)C)O)C(C)(C)C, S01GA04,Oxymetazoline
CN1CCCN=C1COC(=O)C(C2CCCCC2)(C3=CC=CC=C3)O,A03AA01,Oxyphencyclimine
C1=CC=C2C(=C1)C(C(=O)N2)(C3=CC=C(C=C3)O)C4=CC=C(C=C4)O,A06AB01,Oxyphenisatine
CC(C)(C(C(=O)O)N)S.Cl,M01CC01,Penicillamine hydrochloride
CCN(CC)CCOCCOC(=O)C1(CCCC1)C2=CC=CC=C2,R05DB05,Pentoxyverine
CCN(CC)CCOCCOC(=O)C1(CCCC1)C2=CC=CC=C2.Cl,R05DB05,Pentoxyverine hydrochloride
COC1=C(C2=C(C=CC(O2)C3CC3)C(=C1)CC4=CN=C(N=C4N)N)OC,J01EA03,Iclaprim
CCCN1CC(CC2C1CC3=CNC4=CC=CC2=C34)CSC,N04BC02,Pergolide
C1CCC(CC1)C(CC2CCCCN2)C3CCCCC3,C08EX02,Perhexiline
CCCCCCCCCC(=O)OCCN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl,N05AB03,Perphenazine decanoate
CCCCCCC(=O)OCCN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl,N05AB03,Perphenazine enantate
CCOC(=O)C1(CCN(CC1)C)C2=CC=CC=C2,N02AB02,Pethidine
C1=CC=C(C=C1)N=NC2=C(N=C(C=C2)N)N,G04BX06,Phenazopyridine
C1=CC=C(C=C1)CCNN,N06AF03,Phenelzine
CC(C(=O)NC1C2N(C1=O)C(C(S2)(C)C)C(=O)O)OC3=CC=CC=C3,J01CE05,Pheneticillin
C1=CC=C(C=C1)CCN=C(N)N=C(N)N,A10BA01,Phenformin
C1=CC=C(C=C1)CCN=C(N)N=C(N)N.Cl,A10BA01,Phenformin hydrochloride
CN1CCC2=C(C1)C(C3=CC=CC=C23)C4=CC=CC=C4,R06AX04,Phenindamine
C1=CC=C(C=C1)C2C(=O)C3=CC=CC=C3C2=O,B01AA02,Phenindione
CN(C)CCC(C1=CC=CC=C1)C2=CC=CC=N2,D04AA16,Pheniramine
CN(C)CCC(C1=CC=CC=C1)C2=CC=CC=N2, R06AB05,Pheniramine
CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2.CCNCC,N03AA02,Phenobarbital diethylamine
CC(COC1=CC=CC=C1)N(CCCl)CC2=CC=CC=C2,C04AX02,Phenoxybenzamine
CC1(C(N2C(S1)C(C2=O)NC(=O)COC3=CC=CC=C3)C(=O)[O-])C.CC1(C(N2C(S1)C(C2=O)NC(=O)COC3=CC=CC=C3)C(=O)[O-])C.O.O.O.O.[Ca+2],J01CE02,Phenoxymethylpenicillin calcium
CC1=CC=C(C=C1)N(CC2=NCCN2)C3=CC(=CC=C3)O,C04AB01,Phentolamine
CC1=CC=C(C=C1)N(CC2=NCCN2)C3=CC(=CC=C3)O, V03AB36,Phentolamine
CCCCC1=C(N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3)[O-].CCCCC1=C(N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3)[O-].[Ca+2],M01AA01,Phenylbutazone calcium
CCCCC1=C(N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3)[O-].CCCCC1=C(N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3)[O-].[Ca+2], M02AA01,Phenylbutazone calcium
CCCC[C-]1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3.[Na+],M01AA01,Phenylbutazone sodium
CCCC[C-]1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3.[Na+], M02AA01,Phenylbutazone sodium
CNCC(C1=CC(=CC=C1)O)O.C(C(C(=O)O)O)(C(=O)O)O,C01CA06,Phenylephrine tartrate
CNCC(C1=CC(=CC=C1)O)O.C(C(C(=O)O)O)(C(=O)O)O, C05AX06,Phenylephrine tartrate
CNCC(C1=CC(=CC=C1)O)O.C(C(C(=O)O)O)(C(=O)O)O, R01AA04,Phenylephrine tartrate
CNCC(C1=CC(=CC=C1)O)O.C(C(C(=O)O)O)(C(=O)O)O, R01AB01,Phenylephrine tartrate
CNCC(C1=CC(=CC=C1)O)O.C(C(C(=O)O)O)(C(=O)O)O, R01BA03,Phenylephrine tartrate
CNCC(C1=CC(=CC=C1)O)O.C(C(C(=O)O)O)(C(=O)O)O, S01FB01,Phenylephrine tartrate
CNCC(C1=CC(=CC=C1)O)O.C(C(C(=O)O)O)(C(=O)O)O, S01GA05,Phenylephrine tartrate
C1=C(C=C(C=C1O)OP(=O)(O)O)O,A03AX12,Polyphloroglucinol phosphate
B(O)(O)O.CCC1C(COC1=O)CC2=CN=CN2C,N07AX01,Pilocarpine borate
B(O)(O)O.CCC1C(COC1=O)CC2=CN=CN2C, S01EB01,Pilocarpine borate
CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3,A10BG03,Pioglitazone
CCN1C=C(C(=O)C2=CN=C(N=C21)N3CCNCC3)C(=O)O,J01MB04,Pipemidic acid
CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=CC=C2)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O,J01CA12,Piperacillin
C1CNCCN1.O.O.O.O.O.O,P02CB01,Piperazine hexahydrate
CCN1CCCC(C1)OC(=O)C(C2=CC=CC=C2)C3=CC=CC=C3,A03AA30,Piperidolate
CN(C)S(=O)(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCC(CC4)CCO,N05AC04,Pipotiazine
CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)OC6CCCCO6.Cl,L01DB08,Pirarubicin hydrochloride
CC(C)(C)NCC(C1=NC(=C(C=C1)O)CO)O,R03AC08,Pirbuterol
CC(C)(C)NCC(C1=NC(=C(C=C1)O)CO)O, R03CC07,Pirbuterol
CN1CCN(CC1)CC(=O)N2C3=CC=CC=C3C(=O)NC4=C2N=CC=C4,A02BX03,Pirenzepine
CC1=NC=C(C(=C1O)CO)COC(=O)CCC(=O)OCCN(C)C.C(=CC(=O)O)C(=O)O.C(=CC(=O)O)C(=O)O,N06BX08,Pirisudanol dimaleate
CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)OCOC(=O)C(C)(C)C)C,J01CA02,Pivampicillin
CN1CCC(=C2C3=C(CCC4=CC=CC=C42)SC=C3)CC1.C(C(C(=O)O)O)C(=O)O,N02CX01,Pizotifen malate
CC(C)N(CCNC(=O)CN1CCCC1=O)C(C)C,N06BX16,Pramiracetam
CCCCOC1=CC=C(C=C1)OCCCN2CCOCC2,C05AD07,Pramocaine
CCCCOC1=CC=C(C=C1)OCCCN2CCOCC2, D04AB07,Pramocaine
C1=CC=C(C=C1)CCCCOC2=CC=C(C=C2)C(=O)NC3=CC=CC4=C3OC(=CC4=O)C5=NNN=N5,R03DC02,Pranlukast
CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC(CC(CC(=O)O)O)O)O,C10AA03,Pravastatin
COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC,C02CA01,Prazosin
CC12CC(C3C(C1CCC2(C(=O)COC(=O)C(C)(C)C)O)CCC4=CC(=O)C=CC34C)O,A01AC04,Prednisolone pivalate
CC12CC(C3C(C1CCC2(C(=O)COC(=O)C(C)(C)C)O)CCC4=CC(=O)C=CC34C)O, A07EA01,Prednisolone pivalate
CC12CC(C3C(C1CCC2(C(=O)COC(=O)C(C)(C)C)O)CCC4=CC(=O)C=CC34C)O, C05AA04,Prednisolone pivalate
CC12CC(C3C(C1CCC2(C(=O)COC(=O)C(C)(C)C)O)CCC4=CC(=O)C=CC34C)O, D07AA03,Prednisolone pivalate
CC12CC(C3C(C1CCC2(C(=O)COC(=O)C(C)(C)C)O)CCC4=CC(=O)C=CC34C)O, D07XA02,Prednisolone pivalate
CC12CC(C3C(C1CCC2(C(=O)COC(=O)C(C)(C)C)O)CCC4=CC(=O)C=CC34C)O, H02AB06,Prednisolone pivalate
CC12CC(C3C(C1CCC2(C(=O)COC(=O)C(C)(C)C)O)CCC4=CC(=O)C=CC34C)O, R01AD02,Prednisolone pivalate
CC12CC(C3C(C1CCC2(C(=O)COC(=O)C(C)(C)C)O)CCC4=CC(=O)C=CC34C)O, S01BA04,Prednisolone pivalate
CC12CC(C3C(C1CCC2(C(=O)COC(=O)C(C)(C)C)O)CCC4=CC(=O)C=CC34C)O, S01CB02,Prednisolone pivalate
CC12CC(C3C(C1CCC2(C(=O)COC(=O)C(C)(C)C)O)CCC4=CC(=O)C=CC34C)O, S02BA03,Prednisolone pivalate
CC12CC(C3C(C1CCC2(C(=O)COC(=O)C(C)(C)C)O)CCC4=CC(=O)C=CC34C)O, S03BA02,Prednisolone pivalate
CC12CC(C3C(C1CCC2(C(=O)COC(=O)C4=CC(=CC=C4)S(=O)(=O)[O-])O)CCC5=CC(=O)C=CC35C)O.[Na+],A01AC04,Prednisolone sodium metazoate
CC12CC(C3C(C1CCC2(C(=O)COC(=O)C4=CC(=CC=C4)S(=O)(=O)[O-])O)CCC5=CC(=O)C=CC35C)O.[Na+], A07EA01,Prednisolone sodium metazoate
CC12CC(C3C(C1CCC2(C(=O)COC(=O)C4=CC(=CC=C4)S(=O)(=O)[O-])O)CCC5=CC(=O)C=CC35C)O.[Na+], C05AA04,Prednisolone sodium metazoate
CC12CC(C3C(C1CCC2(C(=O)COC(=O)C4=CC(=CC=C4)S(=O)(=O)[O-])O)CCC5=CC(=O)C=CC35C)O.[Na+], D07AA03,Prednisolone sodium metazoate
CC12CC(C3C(C1CCC2(C(=O)COC(=O)C4=CC(=CC=C4)S(=O)(=O)[O-])O)CCC5=CC(=O)C=CC35C)O.[Na+], D07XA02,Prednisolone sodium metazoate
CC12CC(C3C(C1CCC2(C(=O)COC(=O)C4=CC(=CC=C4)S(=O)(=O)[O-])O)CCC5=CC(=O)C=CC35C)O.[Na+], H02AB06,Prednisolone sodium metazoate
CC12CC(C3C(C1CCC2(C(=O)COC(=O)C4=CC(=CC=C4)S(=O)(=O)[O-])O)CCC5=CC(=O)C=CC35C)O.[Na+], R01AD02,Prednisolone sodium metazoate
CC12CC(C3C(C1CCC2(C(=O)COC(=O)C4=CC(=CC=C4)S(=O)(=O)[O-])O)CCC5=CC(=O)C=CC35C)O.[Na+], S01BA04,Prednisolone sodium metazoate
CC12CC(C3C(C1CCC2(C(=O)COC(=O)C4=CC(=CC=C4)S(=O)(=O)[O-])O)CCC5=CC(=O)C=CC35C)O.[Na+], S01CB02,Prednisolone sodium metazoate
CC12CC(C3C(C1CCC2(C(=O)COC(=O)C4=CC(=CC=C4)S(=O)(=O)[O-])O)CCC5=CC(=O)C=CC35C)O.[Na+], S02BA03,Prednisolone sodium metazoate
CC12CC(C3C(C1CCC2(C(=O)COC(=O)C4=CC(=CC=C4)S(=O)(=O)[O-])O)CCC5=CC(=O)C=CC35C)O.[Na+], S03BA02,Prednisolone sodium metazoate
CC12CC(C3C(C1CCC2(C(=O)COC(=O)C4CC=CCC4C(=O)[O-])O)CCC5=CC(=O)C=CC35C)O.[Na+],A01AC04,Prednisolone 21-
CC12CC(C3C(C1CCC2(C(=O)COC(=O)C4CC=CCC4C(=O)[O-])O)CCC5=CC(=O)C=CC35C)O.[Na+], A07EA01,Prednisolone 21-
CC12CC(C3C(C1CCC2(C(=O)COC(=O)C4CC=CCC4C(=O)[O-])O)CCC5=CC(=O)C=CC35C)O.[Na+], C05AA04,Prednisolone 21-
CC12CC(C3C(C1CCC2(C(=O)COC(=O)C4CC=CCC4C(=O)[O-])O)CCC5=CC(=O)C=CC35C)O.[Na+], D07AA03,Prednisolone 21-
CC12CC(C3C(C1CCC2(C(=O)COC(=O)C4CC=CCC4C(=O)[O-])O)CCC5=CC(=O)C=CC35C)O.[Na+], D07XA02,Prednisolone 21-
CC12CC(C3C(C1CCC2(C(=O)COC(=O)C4CC=CCC4C(=O)[O-])O)CCC5=CC(=O)C=CC35C)O.[Na+], H02AB06,Prednisolone 21-
CC12CC(C3C(C1CCC2(C(=O)COC(=O)C4CC=CCC4C(=O)[O-])O)CCC5=CC(=O)C=CC35C)O.[Na+], R01AD02,Prednisolone 21-
CC12CC(C3C(C1CCC2(C(=O)COC(=O)C4CC=CCC4C(=O)[O-])O)CCC5=CC(=O)C=CC35C)O.[Na+], S01BA04,Prednisolone 21-
CC12CC(C3C(C1CCC2(C(=O)COC(=O)C4CC=CCC4C(=O)[O-])O)CCC5=CC(=O)C=CC35C)O.[Na+], S01CB02,Prednisolone 21-
CC12CC(C3C(C1CCC2(C(=O)COC(=O)C4CC=CCC4C(=O)[O-])O)CCC5=CC(=O)C=CC35C)O.[Na+], S02BA03,Prednisolone 21-
CC12CC(C3C(C1CCC2(C(=O)COC(=O)C4CC=CCC4C(=O)[O-])O)CCC5=CC(=O)C=CC35C)O.[Na+], S03BA02,Prednisolone 21-
CCCCCCCCCCCCCCCCCC(=O)OCC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)O,A01AC04,Prednisolone steaglate
CCCCCCCCCCCCCCCCCC(=O)OCC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)O, A07EA01,Prednisolone steaglate
CCCCCCCCCCCCCCCCCC(=O)OCC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)O, C05AA04,Prednisolone steaglate
CCCCCCCCCCCCCCCCCC(=O)OCC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)O, D07AA03,Prednisolone steaglate
CCCCCCCCCCCCCCCCCC(=O)OCC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)O, D07XA02,Prednisolone steaglate
CCCCCCCCCCCCCCCCCC(=O)OCC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)O, H02AB06,Prednisolone steaglate
CCCCCCCCCCCCCCCCCC(=O)OCC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)O, R01AD02,Prednisolone steaglate
CCCCCCCCCCCCCCCCCC(=O)OCC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)O, S01BA04,Prednisolone steaglate
CCCCCCCCCCCCCCCCCC(=O)OCC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)O, S01CB02,Prednisolone steaglate
CCCCCCCCCCCCCCCCCC(=O)OCC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)O, S02BA03,Prednisolone steaglate
CCCCCCCCCCCCCCCCCC(=O)OCC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)O, S03BA02,Prednisolone steaglate
CC(=O)OCC(=O)C1(CCC2C1(CC(=O)C3C2CCC4=CC(=O)C=CC34C)C)O,A07EA03,Prednisone acetate
CC(=O)OCC(=O)C1(CCC2C1(CC(=O)C3C2CCC4=CC(=O)C=CC34C)C)O, H02AB07,Prednisone acetate
C1CCN(CC1)CCC2=NC(=NO2)CC(C3=CC=CC=C3)C4=CC=CC=C4.Cl,R05DB18,Prenoxdiazine hydrochloride
C1CCN(CC1)CCC(C2=CC=CC=C2)(C3=CC=CC=C3)O,M03BX03,Pridinol
C1CCN(CC1)CCC(C2=CC=CC=C2)(C3=CC=CC=C3)O.Cl,M03BX03,Pridinol hydrochloride
CCN(CC)CCNC(=O)C1=CC=C(C=C1)N,C01BA02,Procainamide
CC(C)NC(=O)C1=CC=C(C=C1)CNNC,L01XB01,Procarbazine
CCC(C(C1=C2C=CC(=O)NC2=C(C=C1)O)O)NC(C)C,R03AC16,Procaterol
CCC(C(C1=C2C=CC(=O)NC2=C(C=C1)O)O)NC(C)C, R03CC08,Procaterol
C1CCC(CC1)C(CCN2CCCC2)(C3=CC=CC=C3)O,N04AA04,Procyclidine
CCN(CC)C(C)CN1C2=CC=CC=C2SC3=CC=CC=C31,N04AA05,Profenamine
CCCN(CCC)C(=O)C(CCC(=O)OCCCN1CCN(CC1)CCOC(=O)CC2=C(N(C3=C2C=C(C=C3)OC)C(=O)C4=CC=C(C=C4)Cl)C)NC(=O)C5=CC=CC=C5,M01AB14,Proglumetacin
CC(C)N=C(N)N=C(N)NC1=CC=C(C=C1)Cl,P01BB01,Proguanil
CN(C)CCCN1C2=CC=CC=C2SC3=CC=CC=C31,N05AA03,Promazine
CCC(=O)C1(CCC2C1(CCC3=C4CCC(=O)C=C4CCC23)C)C,G03DB07,Promegestone
CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C.C(=CC(=O)O)C(=O)O,D04AA10,Promethazine maleate
CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C.C(=CC(=O)O)C(=O)O, R06AD02,Promethazine maleate
CCN(CC)CC(=O)OC1=CC=C(C=C1)NC(=O)C.Cl,N02BE05,Propacetamol hydrochloride
CCCNCC(COC1=CC=CC=C1C(=O)CCC2=CC=CC=C2)O,C01BC03,Propafenone
C1=CC(=CC=C1C(=N)N)OCCCOC2=CC=C(C=C2)C(=N)N.C(CS(=O)(=O)O)O.C(CS(=O)(=O)O)O,D08AC03,Propamidine isetionate
C1=CC(=CC=C1C(=N)N)OCCCOC2=CC=C(C=C2)C(=N)N.C(CS(=O)(=O)O)O.C(CS(=O)(=O)O)O, S01AX15,Propamidine isetionate
CCC(C(=O)NC1C2N(C1=O)C(C(S2)(C)C)C(=O)O)OC3=CC=CC=C3,J01CE03,Propicillin
CCC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CC(C)N(C)C.C(=CC(=O)O)C(=O)O,N05CM06,Propiomazine maleate
CCC(=O)[O-].[Na+],S01AX10,Sodium propionate
CCCOC(C1=CC=CC=C1)(C2=CC=CC=C2)C(=O)OC3CCN(CC3)C,G04BD06,Propiverine
CN(C)CCCN1C2=CC=CC=C2SC3=C1N=CC=C3.Cl,N05AX07,Prothipendyl hydrochloride
CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13,N06AA11,Protriptyline
CCCOC1=C(C=C(C=C1)C(=O)OCCN(CC)CC)N,S01HA04,Proxymetacaine
CN1CCCN=C1C=CC2=CC=CS2,P02CC01,Pyrantel
CN(CC#C)CC1=CC=CC=C1,C02KC01,Pargyline
CCCN1CC(CC2C1CC3=C(C2)C(=CC=C3)O)NS(=O)(=O)N(CC)CC.Cl,G02CB04,Quinagolide hydrochloride
CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2.COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O,C01BA01,Quinidine phenylethylbarbiturate
COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O.Cl.Cl,P01BC01,Quinine dihydrochloride
CCCCC1=CC2=CC=CC=C2C(=N1)OCCN(C)C,D04AB05,Quinisocaine
CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCCCOC,A02BC04,Rabeprazole
CC(=O)SCC(CC1=CC=CC=C1)C(=O)NCC(=O)OCC2=CC=CC=C2,A07XA04,Racecadotril
C(C1=C(SC(=C1C#N)N(CC(=O)O)CC(=O)O)C(=O)O)C(=O)O.[Sr].[Sr],M05BX03,Strontium ranelate
C#CCNC1CCC2=CC=CC=C12,N04BD02,Rasagiline
CCOC1=CC=CC=C1OC(C2CNCCO2)C3=CC=CC=C3,N06AX18,Reboxetine
CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC(=O)OC)C(=O)OC,N01AH06,Remifentanil
CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CCCNCC(C3=CC(=CC(=C3)O)O)O,R03AC15,Reproterol
CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CCCNCC(C3=CC(=CC(=C3)O)O)O, R03CC14,Reproterol
CCC(=O)OCC=C(C)C=CC=C(C)C=CC1=C(CCCC1(C)C)C,A11CA01,Retinol propionate
CCC(=O)OCC=C(C)C=CC=C(C)C=CC1=C(CCCC1(C)C)C, D10AD02,Retinol propionate
CCC(=O)OCC=C(C)C=CC=C(C)C=CC1=C(CCCC1(C)C)C, R01AX02,Retinol propionate
CCC(=O)OCC=C(C)C=CC=C(C)C=CC1=C(CCCC1(C)C)C, S01XA02,Retinol propionate
CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C)C.[Na],J04AB02,Rifampicin sodium
CC1C=CC=C(C(=O)NC2=CC(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C.[Na],A07AA13,Rifamycin sodium
