CanSmiles,ATC_L1,Drug_Name
C[N+]1(CCC2=CC(=C(C=C2C1CC3=CC(=C(C=C3)OC)OC)OC)OC)CCC(=O)OCCCCCOC(=O)CC[N+]4(CCC5=CC(=C(C=C5C4CC6=CC(=C(C=C6)OC)OC)OC)OC)C.C1=CC=C(C=C1)S(=O)(=O)[O-].C1=CC=C(C=C1)S(=O)(=O)[O-],M03AC04,Atracurium besylate
C[N+]1(CCC2=CC(=C(C=C2C1CC3=CC(=C(C=C3)OC)OC)OC)OC)CCC(=O)OCCCCCOC(=O)CC[N+]4(CCC5=CC(=C(C=C5C4CC6=CC(=C(C=C6)OC)OC)OC)OC)C.C1=CC=C(C=C1)S(=O)(=O)[O-].C1=CC=C(C=C1)S(=O)(=O)[O-],M03AC11,Cisatracurium besylate
C[N+]1(CCC2=CC(=C(C(=C2C1CC3=CC(=C(C(=C3)OC)OC)OC)OC)OC)OC)CCCOC(=O)CCC(=O)OCCC[N+]4(CCC5=CC(=C(C(=C5C4CC6=CC(=C(C(=C6)OC)OC)OC)OC)OC)OC)C.[Cl-].[Cl-],M03AC07,Doxacurium chloride
CC(CC1=CC=C(C=C1)O)(C(=O)O)N,C02KB01,Metyrosine
C[N+]1(CCC2=CC(=C(C=C2C1CC3=CC(=C(C(=C3)OC)OC)OC)OC)OC)CCCOC(=O)CCC=CCCC(=O)OCCC[N+]4(CCC5=CC(=C(C=C5C4CC6=CC(=C(C(=C6)OC)OC)OC)OC)OC)C.[Cl-].[Cl-],M03AC10,Mivacurium chloride
CC(=O)OC1CC2CCC3C(C2(CC1N4CC[N+](CC4)(C)C)C)CCC5(C3CC(C5OC(=O)C)N6CC[N+](CC6)(C)C)C.[Br-].[Br-],M03AC06,Pipecuronium bromide
CC(=O)OC1C(CC2C1(CCC3C2CCC4C3(CC(C(C4)O)N5CCOCC5)C)C)[N+]6(CCCC6)CC=C.[Br-],M03AC09,Rocuronium bromide
C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C.[Cl-].[Cl-],M03AB01,Succinylcholine chloride
CC(=O)OC1CC2CCC3C(C2(CC1N4CCCCC4)C)CCC5(C3CC(C5OC(=O)C)[N+]6(CCCCC6)C)C.[Br-],M03AC03,Vecuronium bromide
CCCC(C)(COC(=O)N)COC(=O)NC(C)C,M03BA02,Carisoprodol
COC(=O)C(C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3.OS(=O)(=O)O,B01AC04,Clopidogrel bisulfate
C1=CC2=C(C=C1Cl)NC(=O)O2,M03BB03,Chlorzoxazone
CN(C)CCC=C1C2=CC=CC=C2C=CC3=CC=CC=C31.Cl,M03BX08,Cyclobenzaprine hydrochloride
CC1=CC=CC=C1C(C2=CC=CC=C2)OCCN(C)C.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,M03BC01,Orphenadrine citrate
C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N,N07XX02,Riluzole
C1CN=C(N1)NC2=C(C=CC3=NSN=C32)Cl.Cl,M03BX02,Tizanidine hydrochloride
C1C2CC3CC1CC(C2)(C3)N.Cl,N04BB01,Amantadine hydrochloride
CN1C2CCC1CC(C2)OC(C3=CC=CC=C3)C4=CC=CC=C4.CS(=O)(=O)O,N04AC01,Benztropine mesylate
C1CCN(CC1)CCC(C2CC3CC2C=C3)(C4=CC=CC=C4)O,N04AA02,Biperiden
CC(C)CC1C(=O)N2CCCC2C3(N1C(=O)C(O3)(C(C)C)NC(=O)C4CN(C5CC6=C(NC7=CC=CC(=C67)C5=C4)Br)C)O.CS(=O)(=O)O,G02CB01,Bromocriptine mesylate
CC(C)CC1C(=O)N2CCCC2C3(N1C(=O)C(O3)(C(C)C)NC(=O)C4CN(C5CC6=C(NC7=CC=CC(=C67)C5=C4)Br)C)O.CS(=O)(=O)O, N04BC01,Bromocriptine mesylate
CCN(CC)C(=O)C(=CC1=CC(=C(C(=C1)O)O)[N+](=O)[O-])C#N,N04BX02,Entacapone
C1CCC(CC1)C(CCN2CCCC2)(C3=CC=CC=C3)O.Cl,N04AA04,Procyclidine hydrochloride
CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1.Cl,N04BC04,Ropinirole hydrochloride
CC(CC1=CC=CC=C1)N(C)CC#C.Cl,N04BD01,Selegiline hydrochloride
CC1=CC=C(C=C1)C(=O)C2=CC(=C(C(=C2)O)O)[N+](=O)[O-],N04BX01,Tolcapone
C1CCC(CC1)C(CCN2CCCCC2)(C3=CC=CC=C3)O.Cl,N04AA01,Trihexyphenidyl hydrochloride
CC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCN(CC4)CCO.C(=CC(=O)O)C(=O)O.C(=CC(=O)O)C(=O)O,N05AB07,Acetophenazine maleate
CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl.Cl,N05AA01,Chlorpromazine hydrochloride
CN(C)CCC=C1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,N05AF03,Chlorprothixene
C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO.Cl.Cl,N05AB02,Fluphenazine hydrochloride
CCCCCCC(=O)OCCN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F,N05AB02,Fluphenazine enanthate
CCCCCCCCCC(=O)OCCN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F,N05AB02,Fluphenazine decanoate
CN1CCN(CC1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl.C(CC(=O)O)C(=O)O,N05AH01,Loxapine succinate
CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)C.C1=CC=C(C=C1)S(=O)(=O)O,N05AC03,Mesoridazine besylate
CCC1=C(NC2=C1C(=O)C(CC2)CN3CCOCC3)C.Cl,N05AE02,Molindone hydrochloride
CN(C)CCCN1C2=CC=CC=C2SC3=CC=CC=C31.Cl,N05AA03,Promazine hydrochloride
CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)SC.Cl,N05AC02,Thioridazine hydrochloride
CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F.Cl.Cl,N05AB06,Trifluoperazine hydrochloride
CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)C(F)(F)F.Cl,N05AA05,Triflupromazine hydrochloride
[Li+].[Li+].C(=O)([O-])[O-],N05AN01,Lithium carbonate
C1=C(C=C(C(=C1SC2=C(C(=CC(=C2)Cl)Cl)O)O)Cl)Cl,D10AB01,Bithionol
C1=C(C=C(C(=C1SC2=C(C(=CC(=C2)Cl)Cl)O)O)Cl)Cl, P02BX01,Bithionol
CCN(CC)C(=O)N1CCN(CC1)C.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,P02CB02,Diethylcarbamazine citrate
COP(=O)(C(C(Cl)(Cl)Cl)O)OC,P02BB01,Metrifonate
CN1CCCN=C1C=CC2=CC(=CC=C2)O.C1=CC=C2C(=C1)C=C(C(=C2CC3=C(C(=CC4=CC=CC=C43)C(=O)O)O)O)C(=O)O,P02CC02,Oxantel pamoate
C1CNCCN1,P02CB01,Piperazine
CC1=C(C=C(C=C1)C(=O)NC2=C3C(=CC(=CC3=C(C=C2)S(=O)(=O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-])NC(=O)C4=CC(=CC=C4)NC(=O)NC5=CC=CC(=C5)C(=O)NC6=C(C=CC(=C6)C(=O)NC7=C8C(=CC(=CC8=C(C=C7)S(=O)(=O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-])C.[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],P01CX02,Suramin hexasodium
CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31.Cl,N06AA09,Amitriptyline hydrochloride
C[N+](C)(C)CCO.C1=CC=C(C(=C1)C(=O)O)[O-],N02BA03,Choline salicylate
CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl.Cl,N06AA04,Clomipramine hydrochloride
CNCCCN1C2=CC=CC=C2CCC3=CC=CC=C31.Cl,N06AA01,Desipramine hydrochloride
C1CN2C(=CC=C2C(=O)C3=CC=CC=C3)C1C(=O)O.C(C(CO)(CO)N)O,M01AB15,Ketorolac tromethamine
C1CN2C(=CC=C2C(=O)C3=CC=CC=C3)C1C(=O)O.C(C(CO)(CO)N)O, S01BC05,Ketorolac tromethamine
CN(C)CCC=C1C2=CC=CC=C2COC3=CC=CC=C31.Cl,D04AX01,Doxepin hydrochloride
CN(C)CCC=C1C2=CC=CC=C2COC3=CC=CC=C31.Cl, N06AA12,Doxepin hydrochloride
CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31.Cl,N06AA02,Imipramine hydrochloride
CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31.Cl,N06AA10,Nortriptyline hydrochloride
CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)C.Cl,N06AX12,Bupropion hydrochloride
CNCCCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24.Cl,N06AA21,Maprotiline hydrochloride
CCC1=NN(C(=O)N1CCOC2=CC=CC=C2)CCCN3CCN(CC3)C4=CC(=CC=C4)Cl.Cl,N06AX06,Nefazodone hydrochloride
C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl.Cl,N06AX05,Trazodone hydrochloride
CN(C)CC(C1=CC=C(C=C1)OC)C2(CCCCC2)O.Cl,N06AX16,Venlafaxine hydrochloride
CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F.Br,N06AB04,Citalopram hydrobromide
CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F.Cl,N06AB03,Fluoxetine hydrochloride
COCCCCC(=NOCCN)C1=CC=C(C=C1)C(F)(F)F.C(=CC(=O)O)C(=O)O,N06AB08,Fluvoxamine maleate
CNC1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl.Cl,N06AB06,Sertraline hydrochloride
C1C(C1N)C2=CC=CC=C2.C1C(C1N)C2=CC=CC=C2.OS(=O)(=O)O,N06AF04,Tranylcypromine sulfate
CCC1=C(CC2C3=CC(=C(C=C3CCN2C1)OC)OC)CC4C5=CC(=C(C=C5CCN4)OC)OC,P01AX09,Dehydroemetine
C(CC(C(F)F)(C(=O)O)N)CN.O.Cl,D11AX16,Eflornithine hydrochloride
C(CC(C(F)F)(C(=O)O)N)CN.O.Cl, L01XX79,Eflornithine hydrochloride
C(CC(C(F)F)(C(=O)O)N)CN.O.Cl, P01CX03,Eflornithine hydrochloride
C1COC(=O)N1N=CC2=CC=C(O2)[N+](=O)[O-],G01AX06,Furazolidone
C1CCNC(C1)C(C2=CC(=NC3=C2C=CC=C3C(F)(F)F)C(F)(F)F)O.Cl,P01BC02,Mefloquine hydrochloride
C1C(S[As](S1)C2=CC=C(C=C2)NC3=NC(=NC(=N3)N)N)CO,P01CD01,Melarsoprol
CC1CS(=O)(=O)CCN1N=CC2=CC=C(O2)[N+](=O)[O-],P01CC01,Nifurtimox
C1=CC(=CC=C1C(=N)N)OCCCCCOC2=CC=C(C=C2)C(=N)N.C(CS(=O)(=O)O)O.C(CS(=O)(=O)O)O,P01CX01,Pentamidine isethionate
CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCN3C(=O)N(N=N3)CC)COC.O.Cl,N01AH02,Alfentanil hydrochloride
CC(C)(C)C(C)(C1CC23CCC1(C4C25CCN(C3CC6=C5C(=C(C=C6)O)O4)CC7CC7)OC)O.Cl,N02AE01,Buprenorphine hydrochloride
CC(C)(C)C(C)(C1CC23CCC1(C4C25CCN(C3CC6=C5C(=C(C=C6)O)O4)CC7CC7)OC)O.Cl, N07BC01,Buprenorphine hydrochloride
C1CCC2(C3CC4=C(C2(C1)CCN3CC5CCC5)C=C(C=C4)O)O.C(C(C(=O)O)O)(C(=O)O)O,N02AF01,Butorphanol tartrate
CC12CCCCCC(C1N)CC3=C2C=C(C=C3)O,N02AX03,Dezocine
CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(=O)CC4.Cl,N02AA03,Hydromorphone hydrochloride
CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O.CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O.O.O.O.O.O.OS(=O)(=O)O,N02AA01,Morphine sulfate
C1CC(C1)CN2CCC34C5C(CCC3(C2CC6=C4C(=C(C=C6)O)O5)O)O.Cl,N02AF02,Nalbuphine hydrochloride
CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC3=CC=CS3)COC.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,N01AH03,Sufentanil citrate
CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O.Cl,N02AA05,Oxycodone hydrochloride
CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)OC.O.Br,R05DA09,Dextromethorphan hydrobromide
CN(C)C1C2C(C3C(=C)C4=C(C(=CC=C4)O)C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O.Cl,J01AA05,Methacycline hydrochloride
CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C.Cl,A01AB23,Minocycline hydrochloride
CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C.Cl, D10AF07,Minocycline hydrochloride
CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C.Cl, J01AA08,Minocycline hydrochloride
CCCCCCCCCCCCOS(=O)(=O)O.CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)OC(=O)CC)(C)O)C)C)O)(C)O,D10AF02,Erythromycin estolate
CCCCCCCCCCCCOS(=O)(=O)O.CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)OC(=O)CC)(C)O)C)C)O)(C)O, J01FA01,Erythromycin estolate
CCCCCCCCCCCCOS(=O)(=O)O.CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)OC(=O)CC)(C)O)C)C)O)(C)O, S01AA17,Erythromycin estolate
CCC1C(=O)N2CCCC2C(=O)N(C(C(=O)N3CC(C(=O)CC3C(=O)NC(C(=O)OC(C(C(=O)N1)NC(=O)C4=C(C=CC=N4)O)C)C5=CC=CC=C5)CSC6CN7CCC6CC7)CC8=CC=C(C=C8)N(C)C)C.CCN(CC)CCS(=O)(=O)C1CCN2C1C(=O)OC(C(C=CC(=O)NCC=CC(=CC(CC(=O)CC3=NC(=CO3)C2=O)O)C)C)C(C)C,J01FG02,Quinupristin and dalfopristin
C1N2CN3CN1CN(C2)C3.C1=CC=C(C=C1)C(=O)NCC(=O)O,J01XX05,Methenamine hippurate
C1N2CN3CN1CN(C2)C3.C1=CC=C(C=C1)C(C(=O)O)O,J01XX05,Methenamine mandelate
C1=CC(=CC=C1NC(=NC(=NCCCCCCN=C(N)N=C(N)NC2=CC=C(C=C2)Cl)N)N)Cl.C(C(C(C(C(C(=O)O)O)O)O)O)O.C(C(C(C(C(C(=O)O)O)O)O)O)O,A01AB03,Chlorhexidine gluconate
C1=CC(=CC=C1NC(=NC(=NCCCCCCN=C(N)N=C(N)NC2=CC=C(C=C2)Cl)N)N)Cl.C(C(C(C(C(C(=O)O)O)O)O)O)O.C(C(C(C(C(C(=O)O)O)O)O)O)O, B05CA02,Chlorhexidine gluconate
C1=CC(=CC=C1NC(=NC(=NCCCCCCN=C(N)N=C(N)NC2=CC=C(C=C2)Cl)N)N)Cl.C(C(C(C(C(C(=O)O)O)O)O)O)O.C(C(C(C(C(C(=O)O)O)O)O)O)O, D08AC02,Chlorhexidine gluconate
C1=CC(=CC=C1NC(=NC(=NCCCCCCN=C(N)N=C(N)NC2=CC=C(C=C2)Cl)N)N)Cl.C(C(C(C(C(C(=O)O)O)O)O)O)O.C(C(C(C(C(C(=O)O)O)O)O)O)O, D09AA12,Chlorhexidine gluconate
C1=CC(=CC=C1NC(=NC(=NCCCCCCN=C(N)N=C(N)NC2=CC=C(C=C2)Cl)N)N)Cl.C(C(C(C(C(C(=O)O)O)O)O)O)O.C(C(C(C(C(C(=O)O)O)O)O)O)O, R02AA05,Chlorhexidine gluconate
C1=CC(=CC=C1NC(=NC(=NCCCCCCN=C(N)N=C(N)NC2=CC=C(C=C2)Cl)N)N)Cl.C(C(C(C(C(C(=O)O)O)O)O)O)O.C(C(C(C(C(C(=O)O)O)O)O)O)O, S01AX09,Chlorhexidine gluconate
C1=CC(=CC=C1NC(=NC(=NCCCCCCN=C(N)N=C(N)NC2=CC=C(C=C2)Cl)N)N)Cl.C(C(C(C(C(C(=O)O)O)O)O)O)O.C(C(C(C(C(C(=O)O)O)O)O)O)O, S02AA09,Chlorhexidine gluconate
C1=CC(=CC=C1NC(=NC(=NCCCCCCN=C(N)N=C(N)NC2=CC=C(C=C2)Cl)N)N)Cl.C(C(C(C(C(C(=O)O)O)O)O)O)O.C(C(C(C(C(C(=O)O)O)O)O)O)O, S03AA04,Chlorhexidine gluconate
C1=C(C(=C(C(=C1Cl)Cl)CC2=C(C(=CC(=C2Cl)Cl)Cl)O)O)Cl,D08AE01,Hexachlorophene
C1=CC=C(C(=C1)C2=C3C=C(C(=O)C=C3OC4=C(C(=C(C=C24)Br)[O-])[Hg])Br)C(=O)[O-].O.[Na+].[Na+],D08AK04,Mercurochrome
C1=C(OC(=C1)[N+](=O)[O-])C=NNC(=O)N,B05CA03,Nitrofurazone
C1=C(OC(=C1)[N+](=O)[O-])C=NNC(=O)N, D08AF01,Nitrofurazone
C1=C(OC(=C1)[N+](=O)[O-])C=NNC(=O)N, D09AA03,Nitrofurazone
C1=C(OC(=C1)[N+](=O)[O-])C=NNC(=O)N, P01CC02,Nitrofurazone
C1=C(OC(=C1)[N+](=O)[O-])C=NNC(=O)N, S01AX04,Nitrofurazone
C1=C(OC(=C1)[N+](=O)[O-])C=NNC(=O)N, S02AA02,Nitrofurazone
CC[Hg]SC1=CC=CC=C1C(=O)[O-].[Na+],D08AK06,Thimerosal
C1C(C(C(C(C1NC(=O)C(CCN)O)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(C(C(C(O3)CN)O)O)O)N.OS(=O)(=O)O.OS(=O)(=O)O,D06AX12,Amikacin sulfate
C1C(C(C(C(C1NC(=O)C(CCN)O)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(C(C(C(O3)CN)O)O)O)N.OS(=O)(=O)O.OS(=O)(=O)O, J01GB06,Amikacin sulfate
C1C(C(C(C(C1NC(=O)C(CCN)O)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(C(C(C(O3)CN)O)O)O)N.OS(=O)(=O)O.OS(=O)(=O)O, S01AA21,Amikacin sulfate
C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)O)O)OC3C(C(C(C(O3)CO)O)N)O)N.OS(=O)(=O)O,A07AA08,Kanamycin sulfate
C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)O)O)OC3C(C(C(C(O3)CO)O)N)O)N.OS(=O)(=O)O, J01GB04,Kanamycin sulfate
C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)O)O)OC3C(C(C(C(O3)CO)O)N)O)N.OS(=O)(=O)O, S01AA24,Kanamycin sulfate
CCNC1CC(C(C(C1OC2C(C(C(CO2)(C)O)NC)O)O)OC3C(CC=C(O3)CN)N)N.CCNC1CC(C(C(C1OC2C(C(C(CO2)(C)O)NC)O)O)OC3C(CC=C(O3)CN)N)N.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O,J01GB07,Netilmicin sulfate
CCNC1CC(C(C(C1OC2C(C(C(CO2)(C)O)NC)O)O)OC3C(CC=C(O3)CN)N)N.CCNC1CC(C(C(C1OC2C(C(C(CO2)(C)O)NC)O)O)OC3C(CC=C(O3)CN)N)N.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O, S01AA23,Netilmicin sulfate
C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N.OS(=O)(=O)O,A07AA06,Paromomycin sulfate
CC1CC(=O)C2(C(O1)OC3C(C(C(C(C3O2)NC)O)NC)O)O.O.O.O.O.O.Cl.Cl,J01XX04,Spectinomycin hydrochloride
CC1=NN=C(S1)NS(=O)(=O)C2=CC=C(C=C2)N,B05CA04,Sulfamethizole
CC1=NN=C(S1)NS(=O)(=O)C2=CC=C(C=C2)N, D06BA04,Sulfamethizole
CC1=NN=C(S1)NS(=O)(=O)C2=CC=C(C=C2)N, J01EB02,Sulfamethizole
CC1=NN=C(S1)NS(=O)(=O)C2=CC=C(C=C2)N, S01AB01,Sulfamethizole
CC(=O)[N-]S(=O)(=O)C1=CC=C(C=C1)N.O.[Na+],D10AF06,Sulfacetamide sodium
CC(=O)[N-]S(=O)(=O)C1=CC=C(C=C1)N.O.[Na+], S01AB04,Sulfacetamide sodium
CCN1C2=CC3=C(C=C2C(=O)C(=N1)C(=O)O)OCO3,J01MB06,Cinoxacin
CCN1C=C(C(=O)C2=CC(=C(C(=C21)F)N3CCNC(C3)C)F)C(=O)O.Cl,J01MA07,Lomefloxacin hydrochloride
CCN1C=C(C(=O)C2=CC(=C(C(=C21)F)N3CCNC(C3)C)F)C(=O)O.Cl, S01AE04,Lomefloxacin hydrochloride
COC1=C2C(=CC(=C1N3CC4CCCNC4C3)F)C(=O)C(=CN2C5CC5)C(=O)O.Cl,J01MA14,Moxifloxacin hydrochloride
COC1=C2C(=CC(=C1N3CC4CCCNC4C3)F)C(=O)C(=CN2C5CC5)C(=O)O.Cl, S01AE07,Moxifloxacin hydrochloride
C1=CC(=C(C=C1N)O)C(=O)[O-].O.O.[Na+],J04AA01,Aminosalicylate sodium
C1=CC(=C(C=C1N)O)C(=O)[O-].O.O.[Na+], J04AA02,Aminosalicylate sodium
C1C(C(=O)NO1)N,J04AB01,Cycloserine
CCC(CO)NCCNC(CC)CO.Cl.Cl,J04AK02,Ethambutol hydrochloride
CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C6CCCC6)C,J04AB05,Rifapentine
C1=CC(=C(C(=C1)Cl)SC(CCC2=CC=C(C=C2)Cl)CN3C=CN=C3)Cl.[N+](=O)(O)[O-],G01AF15,Butoconazole nitrate
C1=CC(=CC=C1COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl.[N+](=O)(O)[O-],D01AC03,Econazole nitrate
C1=CC(=CC=C1COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl.[N+](=O)(O)[O-], G01AF05,Econazole nitrate
C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl.[N+](=O)(O)[O-],A01AB09,Miconazole nitrate
C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl.[N+](=O)(O)[O-], A07AC01,Miconazole nitrate
C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl.[N+](=O)(O)[O-], D01AC02,Miconazole nitrate
C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl.[N+](=O)(O)[O-], G01AF04,Miconazole nitrate
C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl.[N+](=O)(O)[O-], J02AB01,Miconazole nitrate
C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl.[N+](=O)(O)[O-], S02AA13,Miconazole nitrate
CN(CC=CC1=CC=CC=C1)CC2=CC=CC3=CC=CC=C32.Cl,D01AE22,Naftifine hydrochloride
CC1CC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(CC3C(O3)C=CC(=O)O1)O)O)O)C(=O)O)OC4C(C(C(C(O4)C)O)N)O,A01AB10,Natamycin
CC1CC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(CC3C(O3)C=CC(=O)O1)O)O)O)C(=O)O)OC4C(C(C(C(O4)C)O)N)O, A07AA03,Natamycin
CC1CC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(CC3C(O3)C=CC(=O)O1)O)O)O)C(=O)O)OC4C(C(C(C(O4)C)O)N)O, D01AA02,Natamycin
CC1CC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(CC3C(O3)C=CC(=O)O1)O)O)O)C(=O)O)OC4C(C(C(C(O4)C)O)N)O, G01AA02,Natamycin
CC1CC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(CC3C(O3)C=CC(=O)O1)O)O)O)C(=O)O)OC4C(C(C(C(O4)C)O)N)O, S01AA10,Natamycin
C1=CC(=C(C=C1Cl)Cl)CON=C(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl.[N+](=O)(O)[O-],D01AC11,Oxiconazole nitrate
C1=CC(=C(C=C1Cl)Cl)CON=C(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl.[N+](=O)(O)[O-], G01AF17,Oxiconazole nitrate
C1=CC(=CC=C1CSC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl.[N+](=O)(O)[O-],D01AC09,Sulconazole nitrate
CC(C)C1=C(C(=C(N1CCC(CC(CC(=O)[O-])O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4.CC(C)C1=C(C(=C(N1CCC(CC(CC(=O)[O-])O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4.[Ca+2],C10AA05,Atorvastatin calcium anhydorous
CC(C)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=NC=N4)C5=C(C=C(C=C5)Cl)Cl,G01AG02,Terconazole
CC(C)C1=C(C(=C(C(=N1)C(C)C)COC)C2=CC=C(C=C2)F)C=CC(CC(CC(=O)[O-])O)O.[Na+],C10AA06,Cerivastatin sodium
C1=CC(=C(C=C1Cl)Cl)C(CN2C=CN=C2)OCC3=C(SC=C3)Cl,D01AC07,Tioconazole
C1=CC(=C(C=C1Cl)Cl)C(CN2C=CN=C2)OCC3=C(SC=C3)Cl, G01AF08,Tioconazole
C1CC1NC2=C3C(=NC(=N2)N)N(C=N3)C4CC(C=C4)CO.C1CC1NC2=C3C(=NC(=N2)N)N(C=N3)C4CC(C=C4)CO.OS(=O)(=O)O,J05AF06,Abacavir sulfate
CC(C)N1C2=CC=CC=C2C(=C1C=CC(CC(CC(=O)[O-])O)O)C3=CC=C(C=C3)F.[Na+],C10AA04,Fluvastatin sodium
