CanSmiles,ATC_L1,Drug_Name
CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)N(C)C)C(=O)O)C(C)O.O.O.O,J01DH02,Meropenem
CC1(C(N2C(S1(=O)=O)CC2=O)C(=O)[O-])C.[Na+],J01CG01,Sulbactam sodium
CC1=NN=C(S1)SCC2=C(N3C(C(C3=O)NC(=O)CN4C=NN=N4)SC2)C(=O)[O-].O.O.O.O.O.[Na+],J01DB04,Cefazolin sodium hydrate
CC1C2CC3=C(C1(CCN2CC=C(C)C)C)C=C(C=C3)O.Cl,N02AD01,Pentazocine hydrochloride
CN1C(=NN=N1)SCC2=C(N3C(C(C3=O)(NC(=O)C4SC(=C(C(=O)N)C(=O)[O-])S4)OC)SC2)C(=O)[O-].[Na+].[Na+],J01DC05,Cefotetan disodium
CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,G04BE03,Sildenafil citrate
CC(C)CC1C(=O)NC(C(=O)N2CCCC2C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N3CCCC3C(=O)NC(C(=O)NC(C(=O)N1)CCCN)C(C)C)CC4=CC=CC=C4)CC(C)C)CCCN)C(C)C)CC5=CC=CC=C5.Cl.Cl,R02AB30,Gramicidin S hydrochloride
CC1=C(C(=NO1)C2=CC=CC=C2Cl)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)[O-].O.[Na+],J01CF02,Cloxacillin sodium
CON=C(C1=NSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)C[N+]4=C5C=CC=NN5C=C4)C(=O)O.[Cl-],J01DE03,Cefozopran hydrochloride
CN1CCC(=C2C3=CC=CC=C3C=CC4=CC=CC=C42)CC1.CN1CCC(=C2C3=CC=CC=C3C=CC4=CC=CC=C42)CC1.O.O.O.Cl.Cl,R06AX02,Cyproheptadine hydrochloride
CC(=O)O.C1CC(N(C1)C(=O)C2CSSCCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)C(=O)NC(CCCN=C(N)N)C(=O)NCC(=O)N.O.O.O,H01BA02,Desmopressin acetate
C1CN(CCN1CCC=C2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO.Cl.Cl,N05AF01,Flupentixol dihydrochloride
C1CCCN(CCC1)CCN=C(N)N.C1CCCN(CCC1)CCN=C(N)N.OS(=O)(=O)O,C02CC02,Guanethidine sulfate
C1CCCN(CCC1)CCN=C(N)N.C1CCCN(CCC1)CCN=C(N)N.OS(=O)(=O)O, S01EX01,Guanethidine sulfate
C1CCN2CC3CC(C2C1)CN4C3CCCC4.O.O.O.O.O.OS(=O)(=O)O,C01BA04,Sparteine sulfate
CC(=O)NC1=C(C(=C(C(=C1I)C(=O)O)I)NC(=O)C)I,V08AA01,Diatrizoic acid
CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CSC=C3)C(=O)[O-])C(=O)[O-])C.[Na+].[Na+],J01CA13,Ticarcillin disodium
CC(CC1=CC=CC=C1)NC.Cl,N06BA03,Methamphetamine hydrochloride
CN(C)CCOC(=O)COC1=CC=C(C=C1)Cl.Cl,N06BX01,Meclofenoxate hydrochloride
CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)CN(C)C.CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)CN(C)C.C(C(C(=O)O)O)(C(=O)O)O,R06AD01,Trimeprazine tartrate
C1CCN(CC1)CCC(C2CC3CC2C=C3)(C4=CC=CC=C4)O.Cl,N04AA02,Biperiden hydrochloride
CC(C(=O)O)O.C1CCN(CC1)CCC(C2CC3CC2C=C3)(C4=CC=CC=C4)O,N04AA02,Biperiden lactate
CC(CN1C2=CC=CC=C2SC3=C1C=C(C=C3)OC)CN(C)C.C(=CC(=O)O)C(=O)O,N05AA02,Levomepromazine maleate
CCOCCN1C2=CC=CC=C2N=C1N3CCCN(CC3)C.C(=CC(=O)O)C(=O)O.C(=CC(=O)O)C(=O)O,S01GX06,Emedastine difumarate
CC(C1C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCCN)CC2=CNC3=CC=CC=C32)CC4=CC=CC=C4)NC(=O)C(CC5=CC=CC=C5)N)C(=O)NC(CO)C(C)O)O.CC(=O)O.CC(=O)O,H01CB02,Octreotide acetate
CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=CC=C2)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O.O,J01CA12,Piperacillin
CCC1(C(=O)NC(=NC1=O)[O-])CCC(C)C.[Na+],N05CA02,Amobarbital sodium
CCCC(C)C1(C(=O)NC(=O)N=C1[O-])CC.CCCC(C)C1(C(=O)NC(=O)N=C1[O-])CC.[Ca+2],N05CA01,Pentobarbital calcium
CC(C(=O)[O-])O.CC(C(=O)[O-])O.O.O.O.O.O.[Ca+2],A12AA05,Calcium lactate hydrate
CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C(C=CC(=C41)Cl)O)O)O)O)C(=O)N)N(C)C)O.Cl,A01AB21,Chlortetracycline hydrochloride
CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C(C=CC(=C41)Cl)O)O)O)O)C(=O)N)N(C)C)O.Cl, D06AA02,Chlortetracycline hydrochloride
CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C(C=CC(=C41)Cl)O)O)O)O)C(=O)N)N(C)C)O.Cl, J01AA03,Chlortetracycline hydrochloride
CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C(C=CC(=C41)Cl)O)O)O)O)C(=O)N)N(C)C)O.Cl, S01AA02,Chlortetracycline hydrochloride
O.O.[Cl-].[Cl-].[Ca+2],A12AA07,Calcium chloride
O.O.[Cl-].[Cl-].[Ca+2], B05XA07,Calcium chloride
O.O.[Cl-].[Cl-].[Ca+2], G04BA03,Calcium chloride
CC(C)C1=C(C(=C(N1CCC(CC(CC(=O)[O-])O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4.CC(C)C1=C(C(=C(N1CCC(CC(CC(=O)[O-])O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4.O.O.O.[Ca+2],C10AA05,Atorvastatin calcium
[Na+].[I-],V09FX03,Sodium iodide I 131
[Na+].[I-], V10XA01,Sodium iodide I 131
C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4.C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4.O.Cl.Cl,N06AB05,Paroxetine hydrochloride hemihydrate
COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O.O.O.Cl,P01BC01,Quinine hydrochloride hydrate
COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O.COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O.O.O.OS(=O)(=O)O,P01BC01,Quinine sulfate
C(=O)([O-])P(=O)([O-])[O-].O.O.O.O.O.O.[Na+].[Na+].[Na+],J05AD01,Foscarnet sodium hydrate
CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O.O.O.O.Cl,N02AA01,Morphine hydrochloride hydrate
COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O.COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O.O.O.OS(=O)(=O)O,C01BA01,Quinidine sulfate
C1C(=NC(=O)N1N=CC2=CC=C(O2)C3=CC=C(C=C3)[N+](=O)[O-])[O-].C1C(=NC(=O)N1N=CC2=CC=C(O2)C3=CC=C(C=C3)[N+](=O)[O-])[O-].O.O.O.O.O.O.O.[Na+].[Na+],M03CA01,Dantrolene sodium
C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C.O.O.[Cl-].[Cl-],M03AB01,Suxamethonium chloride hydrate
CCCCCCCCC=CCCCCCCCC(=O)O.C(CO)N,C05BB01,Ethanolamine oleate
CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)NCN5CCCC5)N(C)C)O,J01AA09,Rolitetracycline
CC(C(=NO)C)[N-]CC(C)(C)C[N-]C(C)C(=N[O-])C.O=[Tc+3],V09AA01,Technetium Tc 99m exametazime
CC(C(=NO)C)[N-]CC(C)(C)C[N-]C(C)C(=N[O-])C.O=[Tc+3], V09HA02,Technetium Tc 99m exametazime
C1=CC(=CC=C1SC(P(=O)(O)[O-])P(=O)(O)[O-])Cl.[Na+].[Na+],M05BA05,Tiludronate disodium
CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)OC(=O)C5=CC=CC=C5)C)O)F)C,A07EA04,Betamethasone benzoate
CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)OC(=O)C5=CC=CC=C5)C)O)F)C, C05AA05,Betamethasone benzoate
CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)OC(=O)C5=CC=CC=C5)C)O)F)C, D07AC01,Betamethasone benzoate
CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)OC(=O)C5=CC=CC=C5)C)O)F)C, D07XC01,Betamethasone benzoate
CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)OC(=O)C5=CC=CC=C5)C)O)F)C, H02AB01,Betamethasone benzoate
CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)OC(=O)C5=CC=CC=C5)C)O)F)C, R01AD06,Betamethasone benzoate
CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)OC(=O)C5=CC=CC=C5)C)O)F)C, R03BA04,Betamethasone benzoate
CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)OC(=O)C5=CC=CC=C5)C)O)F)C, S01BA06,Betamethasone benzoate
CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)OC(=O)C5=CC=CC=C5)C)O)F)C, S01CB04,Betamethasone benzoate
CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)OC(=O)C5=CC=CC=C5)C)O)F)C, S02BA07,Betamethasone benzoate
CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)OC(=O)C5=CC=CC=C5)C)O)F)C, S03BA03,Betamethasone benzoate
CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1C(=O)COC(=O)C(C)(C)C)C)O)Cl)C)F,D07AB21,Clocortolone pivalate
CCCCC(=O)OC1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)C(=O)CO,A01AC03,Hydrocortisone valerate
CCCCC(=O)OC1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)C(=O)CO, A07EA02,Hydrocortisone valerate
CCCCC(=O)OC1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)C(=O)CO, C05AA01,Hydrocortisone valerate
CCCCC(=O)OC1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)C(=O)CO, D07AA02,Hydrocortisone valerate
CCCCC(=O)OC1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)C(=O)CO, D07XA01,Hydrocortisone valerate
CCCCC(=O)OC1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)C(=O)CO, H02AB09,Hydrocortisone valerate
CCCCC(=O)OC1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)C(=O)CO, S01BA02,Hydrocortisone valerate
CCCCC(=O)OC1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)C(=O)CO, S01CB03,Hydrocortisone valerate
CCCCC(=O)OC1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)C(=O)CO, S02BA01,Hydrocortisone valerate
CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)CC4)C)O)C)C(=O)C,S01BA08,Medrysone
CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)[O-].O.O.[Na+],M01AE09,Flurbiprofen sodium
CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)[O-].O.O.[Na+], M02AA19,Flurbiprofen sodium
CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)[O-].O.O.[Na+], R02AX01,Flurbiprofen sodium
CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)[O-].O.O.[Na+], S01BC04,Flurbiprofen sodium
CC[N+](CC)(CC)CCOC1=C(C(=CC=C1)OCC[N+](CC)(CC)CC)OCC[N+](CC)(CC)CC.[I-].[I-].[I-],M03AC02,Gallamine triethiodide
C(C(C1C(=C(C(=O)O1)[O-])O)O)O.C(C(C1C(=C(C(=O)O1)[O-])O)O)O.O.O.[Ca+2],A11GB01,Calcium ascorbate
CC1=NN=C(S1)SCC2=C(N3C(C(C3=O)NC(=O)CN4C=NN=N4)SC2)C(=O)O,J01DB04,Cefazolin
C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)([O-])[O-])O)O)N.O.O.O.[Na+].[Na+],C01EB10,Adenosine triphosphate disodium hydrate
CCN1C=C(C(=O)C2=CC3=C(C=C21)OCO3)C(=O)O,J01MB05,Oxolinic acid
CC1CCC2=C3N1C=C(C(=O)C3=CC(=C2)F)C(=O)O,J01MB07,Flumequine
C(CCN)CC(C(=O)O)N,B05XB03,Lysine
CCN1C=C(C(=O)C2=C1C=C(C=C2)C3=CC=NC=C3)C(=O)O,J01MB01,Rosoxacin
CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCN(CC3)C)F)C(=O)O,J01MA03,Pefloxacin
CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCN(CC3)C)F)C(=O)O.CS(=O)(=O)O,J01MA03,Pefloxacin mesylate
C(=CC(=O)O)C(=O)O,D05AX01,Fumaric acid
CN(C)C1=CC2=C(C=C1)N=C3C=CC(=[N+](C)C)C=C3S2.O.O.O.[Cl-],V03AB17,Methylene blue
CN(C)C1=CC2=C(C=C1)N=C3C=CC(=[N+](C)C)C=C3S2.O.O.O.[Cl-], V04CG05,Methylene blue
CCN1C=C(C(=O)C2=CC(=C(C(=C21)F)N3CCNC(C3)C)F)C(=O)O,J01MA07,Lomefloxacin
CCN1C=C(C(=O)C2=CC(=C(C(=C21)F)N3CCNC(C3)C)F)C(=O)O, S01AE04,Lomefloxacin
COC1=C(C=CC(=C1)NS(=O)(=O)C)NC2=C3C=CC=CC3=NC4=CC=CC=C42,L01XX01,Amsacrine
CN(CC(=O)O)C(=S)C1=CC=CC2=C1C=CC(=C2C(F)(F)F)OC,A10XA01,Tolrestat
CC(C1=CC=CC=C1)(C2=CC=CC=N2)OCCN(C)C.C(CC(=O)O)C(=O)O,R06AA09,Doxylamine succinate
CC1=C(C2=C(CCC(O2)(C)CCCC(C)CCCC(C)CCCC(C)C)C(=C1O)C)C,A11HA03,Tocopherol
CC1=CC(=O)C2=CC=CC=C2C1=O,B02BA02,Menadione
CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C,J01CE01,Benzylpenicillin
CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C, S01AA14,Benzylpenicillin
CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C,C07AB04,Acebutolol
CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)NC(=O)N4CCNC4=O)C(=O)O)C,J01CA09,Azlocillin
CN1CCN(CC1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,N05AH01,Loxapine
CC1=C(C(=C(C=C1)Cl)NC2=CC=CC=C2C(=O)O)Cl,M01AG04,Meclofenamic acid
CC1=C(C(=C(C=C1)Cl)NC2=CC=CC=C2C(=O)O)Cl, M02AA18,Meclofenamic acid
CC(C)NCC(COC1=CC=C(C=C1)COCCOC(C)C)O,C07AB07,Bisoprolol
CCCCCC(C)(C=CC1C(CC(C1CC=CCCCC(=O)O)O)O)O,G02AD04,Carboprost
CN1C(=NN=N1)SCC2=C(N3C(C(C3=O)NC(=O)C(C4=CC=CC=C4)O)SC2)C(=O)O,J01DC03,Cefamandole
COC1(C2N(C1=O)C(=C(CS2)COC(=O)N)C(=O)O)NC(=O)CC3=CC=CS3,J01DC01,Cefoxitin
CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)O.O.Cl,J01FF02,Lincomycin hydrochloride hydrate
C1C(=O)NC(=O)N1N=CC2=CC=C(O2)C3=CC=C(C=C3)[N+](=O)[O-],M03CA01,Dantrolene
CC1=C(C(=NO1)C2=C(C=CC=C2Cl)Cl)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O,J01CF01,Dicloxacillin
CC(C)(C)C(=O)OC1=C(C=C(C=C1)C(CNC)O)OC(=O)C(C)(C)C,S01EA02,Dipivefrin
CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)O,M01AE04,Fenoprofen
C1=CC(=CC=C1CN)S(=O)(=O)N,D06BA03,Mafenide
C1C(=C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)Cl.O,J01DC04,Cefaclor
CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)SC1)C(=O)O.O,J01DB05,Cefadroxil
CCSC1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCN(CC4)C,R06AD03,Thiethylperazine
CC1=CC=C(C=C1)C(=O)C2=CC=C(N2C)CC(=O)O,M01AB03,Tolmetin
CC1=CC=C(C=C1)C(=O)C2=CC=C(N2C)CC(=O)O, M02AA21,Tolmetin
CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC,C08DA01,Verapamil
CCC(CO)NC(=O)C1CN(C2CC3=CN(C4=CC=CC(=C34)C2=C1)C)C,N02CA04,Methysergide
CC(C)NCC(COC1=CC=C(C=C1)CCOC)O,C07AB02,Metoprolol
CC(C(C1=CC=C(C=C1)O)O)NCCC2=CC=C(C=C2)O,G02CA01,Ritodrine
CNC1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl,N06AB06,Sertraline
CCC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CC(C)N(C)C,N05CM06,Propiomazine
C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4,N06AB05,Paroxetine
C1CN(CCC1C(=O)C2=CC=C(C=C2)F)CCN3C(=O)C4=CC=CC=C4NC3=O,C02KD01,Ketanserin
CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl,P01BA01,Chloroquine
CCC12CC(=C)C3C(C1CCC2(C#C)O)CCC4=CCCCC34,G03AC09,Desogestrel
C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F,L01BC05,Gemcitabine
CCNC(=O)C1CCCN1C(=O)C(CCCN=C(N)N)NC(=O)C(CC(C)C)NC(=O)C(CC2=CN(C=N2)CC3=CC=CC=C3)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CO)NC(=O)C(CC5=CNC6=CC=CC=C65)NC(=O)C(CC7=CN=CN7)NC(=O)C8CCC(=O)N8,L02AE05,Histrelin
CC(O)(P(=O)(O)O)P(=O)(O)O,M05BA01,Etidronic acid
CC1=CC(=C(C(=C1OC(=O)C)C)C)OCC(CNC(C)C)O,S01ED04,Metipranolol
CC(C)(C)C#CC=CCN(C)CC1=CC=CC2=CC=CC=C21,D01AE15,Terbinafine
CC(C)(C)C#CC=CCN(C)CC1=CC=CC2=CC=CC=C21, D01BA02,Terbinafine
C[N+]1(CCCC1)CC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-],J01DE01,Cefepime
CCN(CC)C(=O)C1=CC=CC(=C1)C,P03BX01,Diethyltoluamide
CC(CC1=CC=CC=C1)NCCC(C2=CC=CC=C2)C3=CC=CC=C3,C01DX02,Prenylamine
C1=CSC(=C1)C(=O)C2=C(C(=C(C=C2)OCC(=O)O)Cl)Cl,C03CC02,Ticrynafen
CC1(N=C(N=C(N1C2=CC=C(C=C2)Cl)N)N)C.CC1(N=C(N=C(N1C2=CC=C(C=C2)Cl)N)N)C.C1=CC=C2C(=C1)C=C(C(=C2CC3=C(C(=CC4=CC=CC=C43)C(=O)O)O)O)C(=O)O,P01BB02,Cycloguanil pamoate
C(C(C(C(C(C(=O)[O-])O)O)O)O)O.C(C(C(C(C(C(=O)[O-])O)O)O)O)O.[Zn+2],A12CB02,Zinc gluconate
CC(=O)OC1=CC=CC(=C1)O,D10AX02,Resorcinol monoacetate
CC(=O)OC1=CC=CC(=C1)O, S01AX06,Resorcinol monoacetate
C(C(C(C(C(C(=O)[O-])O)O)O)O)O.C(C(C(C(C(C(=O)[O-])O)O)O)O)O.O.O.[Fe+2],B03AA03,Ferrous gluconate
C1=CC(=C(C=C1C(CNCCCCCCNCC(C2=CC(=C(C=C2)O)O)O)O)O)O.OS(=O)(=O)O,R03AC06,Hexoprenaline sulfate
C1=CC(=C(C=C1C(CNCCCCCCNCC(C2=CC(=C(C=C2)O)O)O)O)O)O.OS(=O)(=O)O, R03CC05,Hexoprenaline sulfate
C(CC(C(=O)O)N)CN=C(N)N.C(CC(=O)O)C(C(=O)O)N,A05BA01,Arginine glutamate
CC12CCC3C(C1CCC2OP(=O)([O-])[O-])CCC4=C3C=CC(=C4)OC(=O)N(CCCl)CCCl.[Na+].[Na+],L01XX11,Estramustine phosphate sodium
[Cl-].[Tl+],V09GX01,Thallous chloride Tl 201
CCC(C(C1=C2C=CC(=O)NC2=C(C=C1)O)O)NC(C)C.Cl,R03AC16,Procaterol hydrochloride
CCC(C(C1=C2C=CC(=O)NC2=C(C=C1)O)O)NC(C)C.Cl, R03CC08,Procaterol hydrochloride
C1C(=C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)CSC4=NNN=C4,J01DB07,Cefatrizine
CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C.C(=CC(=O)O)C(=O)O,N06AA06,Trimipramine maleate
CN1C=NC2=C1C(=O)N(C(=O)N2C)C.C1=CC=C(C=C1)C(=O)[O-].[Na+],V04CG30,Caffeine and sodium benzoate
C1=CC2=C(C(=C1)O)N=CC=C2.C1=CC2=C(C(=C1)O)N=CC=C2.OS(=O)(=O)O,A01AB07,Oxyquinoline sulfate
C1=CC2=C(C(=C1)O)N=CC=C2.C1=CC2=C(C(=C1)O)N=CC=C2.OS(=O)(=O)O, D08AH03,Oxyquinoline sulfate
C1=CC2=C(C(=C1)O)N=CC=C2.C1=CC2=C(C(=C1)O)N=CC=C2.OS(=O)(=O)O, G01AC30,Oxyquinoline sulfate
C1=CC2=C(C(=C1)O)N=CC=C2.C1=CC2=C(C(=C1)O)N=CC=C2.OS(=O)(=O)O, R02AA14,Oxyquinoline sulfate
O.O.O.[Al],A02AB01,Aluminum hydroxide
CC12CCN(C1N(C3=C2C=C(C=C3)OC(=O)NC)C)C.C1=CC=C(C(=C1)C(=O)O)O,S01EB05,Physostigmine salicylate
CC12CCN(C1N(C3=C2C=C(C=C3)OC(=O)NC)C)C.C1=CC=C(C(=C1)C(=O)O)O, V03AB19,Physostigmine salicylate
CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2.C1=CC=C(C(=C1)C(=O)O)O,D04AA32,Diphenhydramine salicylate
CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2.C1=CC=C(C(=C1)C(=O)O)O, R06AA02,Diphenhydramine salicylate
CC1CC=CC=CC(C(CC(C(C(C(CC(=O)O1)OC(=O)C)OC)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)O)(C)O)N(C)C)O)CC=O)C)OC4CCC(C(O4)C)N(C)C,J01FA02,Acetylspiramycin
CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)N,A10BB06,Carbutamide
CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC2C3CCC(C2O)(C3(C)C)C,A10BB04,Glibornuride
CC1(C2=C(C=C(C=C2)OC)C(=O)N(C1=O)CCC3=CC=C(C=C3)S(=O)(=O)NC(=O)NC4CCCCC4)C,A10BB08,Gliquidone
C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N,J01EB04,Sulfapyridine
CC1=NC(=NC=C1)NS(=O)(=O)C2=CC=C(C=C2)N,D06BA06,Sulfamerazine
CC1=NC(=NC=C1)NS(=O)(=O)C2=CC=C(C=C2)N, J01ED07,Sulfamerazine
CC1=CC(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)N)C,J01EB03,Sulfamethazine
C1=CC(=CC=C1N)S(=O)(=O)N=C(N)N,A07AB03,Sulfaguanidine
COC1=NN=C(C=C1)NS(=O)(=O)C2=CC=C(C=C2)N,J01ED05,Sulfamethoxypyridazine
C1=CC=C(C(=C1)C(=O)NC2=CC=C(C=C2)S(=O)(=O)NC3=NC=CS3)C(=O)O,A07AB02,Phthalylsulfathiazole
CC1=CC=C(C=C1)S(=O)(=O)[N-]Cl.[Na+],D08AX04,Tosylchloramide sodium
C1=CC(=CC=C1NC(=O)CCC(=O)O)S(=O)(=O)NC2=NC=CS2.O,A07AB04,Succinylsulfathiazole
CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl.COC1=C(N=CN=C1OC)NS(=O)(=O)C2=CC=C(C=C2)N,P01BD51,Pyrimethamine and sulfadoxine
CC1=NC(=CC(=N1)OC)NS(=O)(=O)C2=CC=C(C=C2)N.O,J01ED03,Sulfametomidine
C1=CC(=CC=C1C(=O)O)N,D02BA01,Aminobenzoic acid
CC(=O)NC1=C(C=C(C(=C1I)C(=O)O)I)I,V08AA07,Acetrizoic acid
CC1CCCC(N1NC(=O)C2=CC(=C(C=C2)Cl)S(=O)(=O)N)C,C03BA03,Clopamide
C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.[Fe+3],V09XX04,Ferric citrate
CCCCCOC1=CC=C(C=C1)C2=CC(=NO2)C3=CC=C(C=C3)C(=O)NC4CC(C(NC(=O)C5C(C(CN5C(=O)C(NC(=O)C(NC(=O)C6CC(CN6C(=O)C(NC4=O)C(C)O)O)C(C(C7=CC(=C(C=C7)O)OS(=O)(=O)[O-])O)O)C(CC(=O)N)O)C)O)O)O.[Na+],J02AX05,Micafungin sodium
CCN(CC)CC1=C(C=CC(=C1)NC2=C3C=CC(=CC3=NC=C2)Cl)O.O.O.Cl.Cl,P01BA06,Amodiaquine hydrochloride
CC1CN(CCN1)C2=C(C=C3C(=C2)N(C=C(C3=O)C(=O)O)C4=C(C=C(C=C4)F)F)F.Cl,J01MA05,Temafloxacin hydrochloride
CON=C1CN(CC1CN)C2=C(C=C3C(=O)C(=CN(C3=N2)C4CC4)C(=O)O)F.CS(=O)(=O)O,J01MA15,Gemifloxacin mesylate
