DRUG_NAME,smiles,ADRECS_ID,Match,smiles_index
estradiol,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,11.03.03.021,1.0,-474
estradiol,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,08.01.01.001,1.0,-474
estradiol,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,11.03.05.004,1.0,-474
estradiol,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,21.05.05.003,1.0,-474
estradiol,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,15.01.01.001,1.0,-474
estradiol,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,07.02.02.001,1.0,-474
estradiol,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,15.01.04.001,1.0,-474
estradiol,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,11.03.03.002,1.0,-474
estradiol,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,07.05.07.004,1.0,-474
estradiol,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,19.06.02.002,1.0,-474
estradiol,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,17.02.06.004,1.0,-474
estradiol,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,23.03.04.002,1.0,-474
estradiol,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,02.02.02.011,1.0,-474
estradiol,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,11.03.05.001,1.0,-474
estradiol,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,16.04.02.001,1.0,-474
estradiol,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,21.05.05.004,1.0,-474
estradiol,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,11.01.13.002,1.0,-474
estradiol,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,11.01.13.005,1.0,-474
estradiol,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,08.01.03.027,1.0,-474
estradiol,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,07.01.04.002,1.0,-474
estradiol,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,14.03.02.004,1.0,-474
estradiol,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,21.07.01.001,1.0,-474
estradiol,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,21.10.01.002,1.0,-474
estradiol,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,21.01.01.004,1.0,-474
estradiol,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,07.02.01.001,1.0,-474
estradiol,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,11.01.10.002,1.0,-474
estradiol,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,23.03.07.003,1.0,-474
estradiol,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,02.01.02.003,1.0,-474
estradiol,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,10.01.03.003,1.0,-474
estradiol,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,17.15.03.002,1.0,-474
estradiol,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,21.01.01.006,1.0,-474
estradiol,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,08.01.07.006,1.0,-474
estradiol,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,21.10.01.003,1.0,-474
estradiol,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,22.02.03.001,1.0,-474
estradiol,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,07.19.03.001,1.0,-474
estradiol,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,15.05.02.001,1.0,-474
estradiol,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,07.01.04.001,1.0,-474
estradiol,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,08.01.08.004,1.0,-474
estradiol,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,13.15.01.006,1.0,-474
estradiol,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,15.01.01.003,1.0,-474
estradiol,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,04.03.01.003,1.0,-474
estradiol,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,11.01.13.009,1.0,-474
